排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
154,3036465,爱在记忆消逝前 The Leisure Seeker,2017,保罗·维尔齐,海伦·米伦/唐纳德·萨瑟兰/简·默勒尼/克里斯蒂·米切尔/罗伯特·沃克·布兰乔德/克里斯蒂安·麦凯/约书亚·胡佛/罗伯特·普拉尔戈/约书亚·米克尔,喜剧/爱情/冒险,英语,意大利 / 法国,8.1,40343,27.70%,52.10%,18.80%,1.30%,0.10%,15222
155,26691320,帝一之国 帝一の國,2017,永井聪,菅田将晖/野村周平/竹内凉真/间宫祥太朗/志尊淳/千叶雄大/永野芽郁/铃木胜大/萩原利久/冈山天音/井之胁海/木村了/吉田钢太郎,剧情/喜剧,日语,日本,8.1,39792,29.60%,48.90%,19.30%,1.70%,0.40%,15068
156,27045345,校对女孩河野悦子 2017特别篇 地味にスゴイ！DX 校閲ガール・河野悦子,2017,佐藤东弥,石原里美/菅田将晖/本田翼/岸谷五朗/木村佳乃/佐野日向子,剧情/喜剧/爱情,日语,日本,8.1,20572,29.00%,47.20%,22.10%,1.50%,0.20%,5917
157,26958502,宣告黎明的露之歌 夜明け告げるルーのうた,2017,汤浅政明,谷花音/下田翔大/寿美菜子/齐藤壮马/篠原信一/铃村健一/伊藤静/菅生隆之/长岛雄一/青山穰/佐佐木睦/堀井真吾/志村知幸/水野龙司/关贵昭/各务立基/宫崎敦吉/新谷真弓/大悟/滨添伸也/堀井茶渡/尾畑美依奈/伊泽磨纪/户田惠/小堀幸/川岛得爱/柄本明,剧情/动画/奇幻,日语,日本,8.1,22088,30.80%,46.40%,20.30%,2.00%,0.40%,8723
158,34806355,蜘蛛侠考驾照 Peter Parker Takes His Driving Test,2017,汤姆·赫兰德,汤姆·赫兰德,喜剧,英语,美国,8,356,31.70%,41.70%,23.70%,2.70%,0.30%,69
159,27043702,我们的勇气 未满都市 SP ぼくらの勇気～未満都市SP,2017,堤幸彦,堂本光一/堂本刚/相叶雅纪/松本润/向井理/道枝骏佑/小原裕贵/早见明里/矢田亚希子,剧情/喜剧/爱情,日语,日本,8.1,1922,36.50%,35.40%,24.00%,3.40%,0.60%,954
160,30161287,德云社丙申年封箱庆典 2017,2017,郭德纲,郭德纲/于谦/侯震/闫云达/陶云圣/孔云龙/李云杰/郭麒麟/阎鹤祥/岳云鹏/孙越/张云雷/杨九郎/朱云峰/高峰/栾云平,喜剧/戏曲,汉语普通话,中国大陆,8.1,518,30.20%,46.00%,22.20%,0.00%,1.60%,70
161,27053245,结城友奈是勇者 －鹫尾须美之章－第3章 约定 結城友奈は勇者である -鷲尾須美の章- 第3章 やくそく,2017,岸诚二,三森铃子/花泽香菜/花守由美里/佐藤利奈/照井春佳,,日语,日本,8.2,233,37.20%,39.40%,19.70%,1.60%,2.10%,38
162,27130287,地平线系列：火星旅行者指南 Horizon: Mars - A Traveller's Guide,2017,Kara Beaton,Kara Beaton,紀錄片 Documentary,英語 English,英国,8.1,129,29.90%,46.40%,22.70%,0.00%,1.00%,26
164,26960950,周六夜现场 Saturday Night Live Aziz Ansari / Big Sean,2017,阿兹·安萨里,阿兹·安萨里/Big Sean,真人秀,英语,美国,8.1,116,38.20%,36.80%,21.10%,1.30%,2.60%,41
165,26848501,富士家族2017 富士ファミリー2017,2017,吉田照幸,药师丸博子/小泉今日子 Kyôko Koizumi/美村里江/槙田雄司/小仓一郎/仲里依纱/片桐入/高桥克实/吉冈秀隆/东出昌大/萩原圣人/YOU/羽田圭子/筒井真理子/鹿贺丈史,喜剧/家庭,日语,日本,8.1,962,31.40%,44.50%,21.50%,1.70%,0.90%,302
166,27059100,艾滋病的真相 The Truth about HIV,2017,Chris van Tulleken,Chris van Tulleken,紀錄片 Documentary,英語 English,英國 UK,8.1,117,31.00%,48.00%,18.00%,2.00%,1.00%,44
167,25937854,银河护卫队2 Guardians of the Galaxy Vol. 2,2017,詹姆斯·古恩,克里斯·帕拉特/佐伊·索尔达娜/戴夫·巴蒂斯塔/范·迪塞尔/布莱德利·库珀/凯伦·吉兰/迈克尔·鲁克/庞·克莱门捷夫/伊丽莎白·德比茨基/肖恩·古恩/库尔特·拉塞尔/克里斯·沙利文/大卫·哈塞尔霍夫/西尔维斯特·史泰龙/杨紫琼,动作/科幻/冒险,英语,美国,8,427594,27.20%,47.00%,22.80%,2.50%,0.40%,110682
168,26340419,帕丁顿熊2 Paddington 2,2017,保罗·金,本·卫肖/休·格兰特/休·博纳维尔/莎莉·霍金斯/萨缪尔·乔斯林/马德琳·哈里斯/朱丽·沃特斯/布莱丹·格里森/吉姆·布劳德本特/艾美达·斯丹顿/彼得·卡帕尔迪/艾琳·阿特金斯/汤姆·康蒂/本·米勒/诺亚·泰勒/理查德·艾欧阿德,喜剧/动画/家庭,英语,英国 / 法国 / 美国,8,247686,26.80%,50.00%,21.50%,1.50%,0.20%,72330
169,26806528,一呼一吸 Breathe,2017,安迪·瑟金斯,安德鲁·加菲尔德/克莱尔·芙伊/爱德华·斯皮伊尔斯/汤姆·霍兰德/本·劳埃德-休斯/米兰达·莱森/卡米拉·拉瑟福德/查尔斯·斯特里特/佩妮·唐尼/阿米特·沙阿/乔纳森·海德/艾米莉·贝文/罗杰·阿什顿-格里菲斯/大卫·威尔莫特/帕特里克·戈弗雷/休·博纳维尔/洛琳·艾什本/萝西·凯弗利洛/西尔维斯特·格罗特/哈利·马库斯/迪恩·查尔斯·查普曼/大卫·巴特勒/安德烈·雅各布斯/泰瑞·诺顿,剧情/爱情/传记,英语,英国,8,33906,26.50%,48.00%,23.80%,1.60%,0.20%,11797
170,26145033,乐高蝙蝠侠大电影 The Lego Batman Movie,2017,克里斯·麦凯,威尔·阿奈特/罗莎里奥·道森/拉尔夫·费因斯/迈克尔·塞拉/扎克·加利凡纳基斯/珍妮·斯蕾特/苏珊·本尼特/玛丽亚·凯莉/查宁·塔图姆/乔纳·希尔/亚当·德维尼/柯南·奥布莱恩/道格·本森/比利·迪·威廉姆斯/杰森·曼楚克斯/艾迪·伊扎德/赛斯·格林/佐伊·克罗维兹/凯特·米库奇/瑞琪·琳德赫姆/杰梅奈·克莱门特/艾丽·坎伯尔,喜剧/动作/动画/冒险,英语,美国 / 丹麦 / 澳大利亚,8,58992,26.60%,49.50%,21.40%,2.10%,0.30%,21123
171,22263645,猜火车2 T2 Trainspotting,2017,丹尼·博伊尔,伊万·麦克格雷格/约翰尼·李·米勒/罗伯特·卡莱尔/艾文·布莱纳/雪莉·亨德森/安杰拉·奈迪亚科娃/史蒂文·罗伯特森/戈登·肯尼迪/西蒙·韦尔/詹姆斯·科兹莫/梁佩诗/阿塔·雅谷伯/埃文·威尔什/凯莉·麦克唐纳/艾琳·尼古拉斯/凯文·麦克基德/艾米·曼森/波林·林奇/特丽莎·达斯科娃,剧情/犯罪,英语,英国,8,78076,28.70%,46.40%,21.80%,2.50%,0.60%,24505
172,26731376,天上再见 Au revoir là-haut,2017,阿尔贝·杜邦泰尔,纳威尔·佩雷兹·毕斯卡亚特/阿尔贝·杜邦泰尔/罗兰·拉斐特/尼尔斯·阿贺斯图普/艾米莉·德奎恩/梅兰尼·蒂埃里/埃洛伊兹·巴尔斯特/菲利普·乌禅/安德烈·马尔孔/米歇尔·维耶尔莫/凯恩·科贾迪/菲利普·杜克斯纳,喜剧/战争/犯罪,法语,法国 / 加拿大,8,36986,26.50%,49.90%,21.80%,1.50%,0.20%,13251
173,26350706,第十二个人 Den 12. mann,2017,哈罗德·兹瓦特,乔纳森·莱斯·梅耶斯/托马斯·古勒斯塔德/玛丽·布洛克胡斯/维加·霍尔/马丁·基弗,剧情/历史/战争,英语 / 挪威语 / 德语 / 萨米语,挪威,8,13125,25.00%,51.60%,21.10%,1.80%,0.40%,4387
174,26738204,村戏,2017,郑大圣,李志兵/梁春柱/王春明/吕爱华/张慧娟/张亚豪/陈晨,剧情,河北井陉话,中国大陆,8,13593,23.90%,57.00%,16.60%,2.10%,0.40%,6165
175,27018299,方向 Посоки,2017,斯特凡·科曼达雷夫,瓦西尔·巴诺夫/伊万·博尔内夫/阿森·布拉特奇基/斯特凡·德诺利博夫/尼古拉·乌鲁莫夫,剧情,保加利亚语,保加利亚 / 德国 / 马其顿,8,2846,22.60%,55.60%,19.90%,1.70%,0.20%,1269
176,26887055,霹雳奇幻 生死一剑 Thunderbolt Fantasy 生死一劍,2017,黄强华,鸟海浩辅/诹访部顺一/桧山修之/千叶一伸/安元洋贵/大川透/户松遥/小山力也/佐佐木义人/拜真之介/福西胜也/巴多利胜悟/西川贵教/鹤冈聪/黄文择/新垣樽助/高垣彩阳/速水奖/小西克幸/黄汇峰,动作/动画/奇幻/武侠,日语 / 闽南语,日本 / 中国台湾,8,2570,29.60%,47.90%,18.10%,2.50%,1.80%,1072
177,26371229,55步 55 Steps,2017,比利·奥古斯特,海伦娜·伯翰·卡特/希拉里·斯万克/杰弗里·塔伯/约翰·海尔登贝格/蒂姆· 普莱斯特/迈克尔·卡尔金/乔纳森·克里根/理查德·莱恩/理查德·瑞德尔,剧情/传记,英语,德国 / 比利时,8,1388,26.80%,49.50%,22.40%,1.10%,0.20%,370
178,27025991,结城友奈是勇者 -鹫尾须美之章- 第2章 魂 結城友奈は勇者である -鷲尾須美の章- 第2章 たましい,2017,岸诚二,三森铃子/花泽香菜/花守由美里/佐藤利奈,剧情/动画,日语,日本,8,248,36.30%,36.80%,20.60%,3.40%,2.90%,32
179,27184717,山田孝之的元气放送 緊急生放送！山田孝之の元気を送るテレビ,2017,松江哲明,山田孝之/小池荣子/松冈茉优/纪里谷和明,真人秀,日语,日本,8,406,36.90%,31.70%,26.30%,4.80%,0.30%,194
180,26882988,Ghost重生：假面骑士Specter ゴーストRE:BIRTH 仮面ライダースペクター,2017,上堀内佳寿也,山本凉介/マーシュ彩,动作,日语,日本,8.1,292,35.70%,37.00%,22.70%,3.40%,1.30%,55
183,27154757,全金属狂潮 Boy Meets Girl フルメタル・パニック! ボーイ・ミーツ・ガール,2017,千明孝一,关智一/雪野五月/野上尤加奈/三木真一郎/根谷美智子/大塚明夫/西村知道/田中正彦/木村郁绘/能登麻美子/夏树莉绪/山岸功/福山润/菊池志穗/高桥美佳子/高桥智秋/半场友惠/岸野一彦/川村拓央/村井每早/田村由香里/室园丈裕/高岛雅罗/松本大/仮屋昌伸/江川央生/高桥伸也/南云希美/五味洸一/新井良平,动画,日语,日本,8,242,30.00%,45.30%,20.50%,1.10%,3.20%,39
184,26994996,君臣人子小命呜呼 National Theatre Live: Rosencrantz & Guildenstern Are Dead,2017,David Leveaux,Daniel Radcliffe/Joshua McGuire/David Haig/Hermeilio Miguel Aquino/Louisa Beadel/William Chubb/Josie Dunn/Matthew Durkan/Tim van Eyken/Wil Johnson/Luke Mullins/Theo Ogundipe/Marianne Oldham/Evlyne Oyedokun/Alex Sawyer/Helena Wilson,剧情/喜剧,英语,英国,8,343,24.50%,55.40%,16.00%,3.00%,1.10%,134
185,27051028,异国领悟 Vir Das: Abroad Understanding,2017,马库斯·雷波依,维尔·达斯,喜剧,英语,美国,8,317,30.30%,43.20%,24.20%,1.90%,0.40%,95
186,26928123,先驱者 LEADERSⅡ,2017,福澤克雄,佐藤浩市/内野圣阳/大泉洋/东出昌大/菅野美穗/高桥和也/萩原圣人/吉田荣作/尾上菊之助/山口智子/桥爪功/笕利夫/前田敦子/神保悟志 /江成一树/须田邦裕,剧情/传记/历史,日语,日本,8,284,31.40%,42.50%,22.70%,2.40%,1.00%,68
188,3507497,总统告别演讲 Presidential Farewell Speech,2017,巴拉克·奥巴马,巴拉克·奥巴马,脱口秀,英语,美国,8,58,34.10%,41.50%,14.60%,7.30%,2.40%,9
191,26445216,军舰岛 군함도,2017,柳昇完,黄政民/苏志燮/宋仲基/李贞贤/李璟荣/金秀安/尹敬浩/白承哲/姜成澈/金仁宇/朴野性/郑满植/朴正范/金敏载,剧情/动作/历史,韩语,韩国,7.9,68772,22.60%,51.00%,24.40%,1.70%,0.40%,17532
194,26800978,南汉山城 남한산성,2017,黄东赫,李秉宪/金允石/朴海日/高修/朴熙顺/宋永彰/赵祐镇/李大卫/许成泰/金范来/赵雅仁/陈善圭/柳顺雄/朴智一/崔钟律/文昌吉/金重基/申基俊/宋亨秀,剧情/历史/战争,韩语 / 满语,韩国,7.9,26245,23.40%,51.10%,23.00%,2.00%,0.50%,8015
195,26979007,九三年夏天 Estiu 1993,2017,卡拉·西蒙,莱娅·阿蒂加斯/保拉·罗伯斯/布鲁娜·库希/大卫·贝尔达格尔/费米·雷克萨奇/蒙特赛·桑斯/伊莎贝尔·罗卡蒂/贝尔塔·皮珀/埃特纳·坎皮罗/宝拉·布兰科/詹迪·菲格拉斯,剧情/家庭,加泰罗尼亚语,西班牙,7.9,13679,21.20%,55.60%,21.40%,1.40%,0.40%,6279
196,26595806,无名战士 Tuntematon sotilas,2017,阿库·卢希米斯,伊诺·阿霍/约翰内斯·霍洛佩宁/尤西·瓦塔宁/阿库·哈里米/Hannes Suominen/Arttu Kapulainen/萨穆利·瓦拉莫/乔纳斯·萨特莫/Juho Milonoff/安德烈·阿伦/Paula Vesala/戴安娜·波扎尔斯卡娅/马尔凯塔·蒂卡宁/马蒂·里斯蒂宁/麦克斯·奥瓦斯卡/Kimi Vilkkula/Severi Saarinen/亚尔科·拉赫蒂/埃诺·海斯卡宁/Akseli Kouki/Eemeli Louhimies/Elias Gould/Annika Stenvall/Oskar Pöysti/Janne Virtanen/皮尔卡-佩卡·彼得柳斯/Turkka Mastomäki/Hemmo Karja,剧情/历史/战争,芬兰语 / 德语 / 俄语,芬兰 / 比利时 / 冰岛,7.9,10411,24.90%,49.90%,22.30%,2.30%,0.50%,3325
199,26937474,精灵宝可梦：就决定是你了 劇場版ポケットモンスター キミにきめた！,2017,汤山邦彦,松本梨香/大谷育江/佐藤刊里/本乡奏多/古田新太/逢坂良太/林原惠美/三木真一郎/犬山犬子/山寺宏一/中川翔子,动画/奇幻/冒险,日语,日本,7.9,10183,28.60%,41.40%,25.60%,3.60%,0.80%,3446
201,26965165,马斯顿教授与神奇女侠 Professor Marston and the Wonder Women,2017,安吉拉·罗宾森,卢克·伊万斯/丽贝卡·豪尔/贝拉·希思科特/康妮·布里登/莫妮卡·乔达诺/约翰·约瑟夫·菲尔德/克里斯·康罗伊/奥利弗·普莱特/玛吉·卡斯特/阿莱克斯·哈维斯/莎伦·库珀/阿莉·加莱拉尼/克里斯托弗·乔恩·贡博什,剧情/爱情/同性/传记,英语,美国,7.9,22230,24.90%,49.00%,23.20%,2.20%,0.80%,8101
202,26729194,那般良夜 That Good Night,2017,埃里克·斯泰尔斯,约翰·赫特/索菲亚·海林/马克斯·布朗/艾琳·理查兹/查尔斯·丹斯/蒂亚戈·阿尔迪亚/索妮塔·亨利/诺亚·尤佩/萨尔瓦多·纳利/艾梅柏·汤森,剧情,英语,英国,7.9,5028,23.80%,51.20%,22.90%,1.90%,0.30%,2156
203,26886408,儿童法案 The Children Act,2017,理查德·艾尔,菲恩·怀特海德/艾玛·汤普森/斯坦利·图齐/妮基·阿姆卡-伯德/本·卓别林/杰森·沃特金斯/鲁珀特·范西塔特/萝西·凯弗利洛/安东尼·凯尔夫/斯塔奇·希克斯/尼古拉斯·琼斯/艾琳·沃尔什/多米尼克·卡特/安德鲁·哈维尔/米歇尔·奥斯丁/保罗·杰森/希滕·珀泰尔/卡尔·法雷尔/罗茜·布尔/拉裴尔·德普雷/丹尼尔·厄根/黛博拉·洛克/亚力克斯·布莱克/德斯·麦卡莱尔/Manuela Maletta/泰·赫尔利/芙洛·费拉科/纳奥米·弗雷德里克/安贾纳·瓦桑/克莱尔·阿什顿/沙奎尔·阿里-耶布阿/大卫·韦伯/Avital Abergel,剧情,英语,英国 / 美国,7.9,8421,21.30%,52.70%,24.00%,1.70%,0.20%,3494
204,27123688,遗忘诗行 Los versos del olvido,2017,阿利雷扎·哈塔米,胡安·马加略/托马斯·德尔·伊思塔/曼努埃尔·莫龙/伊西娅尔·艾斯普鲁/胡利奥·晶/安帕罗·诺格拉/贡萨洛·罗伯斯,剧情,西班牙语,智利 / 法国 / 德国 / 荷兰,7.9,2367,20.40%,56.00%,21.50%,1.60%,0.50%,1107
205,26990713,我的上高,2017,钱泠泠,田小洁/耿黎明/易勇名/朴俊铭/张宇飞,剧情/战争,汉语普通话,中国大陆,7.9,3446,27.10%,45.40%,22.70%,3.60%,1.20%,1526
206,27008414,珈百璃的堕落 OVA1 ガヴリールドロップアウト 湯煙旅情編〜天使の清らかな肌に迫る悪魔の罠〜,2017,太田雅彦,富田美忧/大西沙织/大空直美/花泽香菜/水濑祈,动画,日语,日本,7.9,955,30.50%,36.60%,29.90%,2.60%,0.50%,84
207,27015983,长谈,2017,罗永浩,罗永浩/罗振宇,脱口秀,汉语普通话,中国大陆,7.9,1338,28.80%,42.50%,24.70%,3.40%,0.70%,363
208,27618202,维多利亚：2017圣诞特别篇 Victoria - The Christmas Special: Comfort and Joy,2017,吉姆·洛奇,珍娜·科尔曼/汤姆·休斯/Zaris-Angel Hator/Adrian Schiller/Ferdinand Kingsley/Nell Hudson,剧情/历史/古装,英语,英国,7.9,578,30.40%,38.90%,28.00%,2.10%,0.60%,108
209,26907369,结城友奈是勇者 -鹫尾须美之章- 第1章 朋友 結城友奈は勇者である -鷲尾須美の章- 第1章 ともだち,2017,岸诚二,三森铃子/花泽香菜/花守由美里/佐藤利奈,剧情/动画,日语,日本,7.9,286,32.80%,36.60%,24.80%,2.90%,2.90%,39
210,26649254,明天和每一天 Demain et tous les autres jours,2017,诺埃米·洛夫斯基,马修·阿马立克/诺埃米·洛夫斯基/德尼·波达利德斯/Luce Saint-Jean,剧情,法语,法国,7.9,230,24.90%,45.00%,28.00%,2.10%,0.00%,66
212,26959186,比尔·伯尔：慢走不送 Bill Burr: Walk Your Way Out,2017,杰伊·卡拉斯,比尔·伯尔,喜剧,英语,美国,7.9,553,29.60%,40.60%,24.60%,3.90%,1.30%,145
213,27609496,拉塞尔·霍华德：重校准 Russell Howard: Recalibrate,2017,Russell Howard,Russell Howard,喜剧,英语,英国,7.9,262,24.50%,50.50%,23.00%,1.00%,1.00%,98
214,27199923,与死神共舞之夜 La Nuit Je Danse avec la Mort,2017,文森特·吉鲍德,,动画,法语,法国,7.9,379,26.90%,47.00%,22.50%,2.80%,0.80%,104
215,27085647,恋习课,2017,黄觉,黄觉/麦子/小核桃/小枣儿,,汉语普通话,中国大陆,7.9,232,40.70%,29.60%,22.20%,0.00%,7.40%,83
216,27090211,死于独特 Murdered for Being Different,2017,保罗·安德鲁·威廉姆斯,查内尔·克雷斯韦尔/尼克·迈瑞莱格伦/阿比盖尔·劳里/刘易斯·布朗/多米尼克·卡特/阿米莉亚·克拉克/克里斯·乔奇,剧情/犯罪,英语,英国,7.9,3748,23.80%,49.00%,24.50%,2.50%,0.30%,1475
217,26967900,Cristela Alonzo: Lower Classy,2017,克里斯黛拉·阿朗索 Cristela Alonzo,克里斯黛拉·阿朗索,脱口秀,英语,美国,8,211,22.60%,56.00%,18.50%,2.40%,0.60%,76
218,27045991,暴风雨 RSC Live: The Tempest,2017,Gregory Doran,Alison Arnopp/Simon Russell Beale/Jonathan Broadbent/Laura Cairns/Daniel Easton/Caleb Frederick/Sarah Kameela Impey/Matthew McPherson/Joseph Mydell/Mark Quartley/Jenny Rainsford/Darren Raymond/Joe Shire/Oliver Towse/Simon Trinder,剧情/喜剧,英语,英国,7.9,194,27.20%,44.40%,25.80%,2.60%,0.00%,83
219,27011436,西蒙·里夫哥伦比亚之旅 Colombia with Simon Reeve,2017,Simon Reeve,Simon Reeve,紀錄片 Documentary,英語 English,英國 UK,7.9,176,26.60%,45.30%,25.00%,2.30%,0.80%,56
220,27666415,指挥家若昂 João o Maestro,2017,马伍罗·利马,Aleks Alifirenko Jr./阿尔·贝恩斯坦/Todd Blood/Kacie Calhoun/Davi Campolongo/Ondina Clais/Fattori Fraser/Brandy Gardener/Gio Gasparini/João Pedro Germano/Caio Laranjeira/Giulio Lopes/Jack Luceno/João Carlos Martins/Dorothy Meyer,剧情/音乐/传记,葡萄牙语,巴西,7.8,154,20.80%,54.40%,21.60%,2.40%,0.80%,68
222,26688480,逃出绝命镇 Get Out,2017,乔丹·皮尔,丹尼尔·卡卢亚/艾莉森·威廉姆斯/凯瑟琳·基纳/布莱德利·惠特福德/卡赖伯·兰德里·琼斯/马库斯·亨德森/贝蒂·加布里埃尔/勒凯斯·斯坦菲尔德/斯蒂芬·鲁特/里尔·莱尔·哈瓦瑞/艾希礼·勒孔特·坎贝尔/卡伦·L·拉基/朱莉·安·多恩/杰拉尔丁·辛格/理查德·赫德/埃里卡·亚历山大,悬疑/惊悚/恐怖,英语,美国,7.8,339572,21.30%,49.60%,26.10%,2.40%,0.50%,87806
223,26811587,大护法,2017,不思凡,小连杀/图特哈蒙/金士杰/幽舞越山/李佳怡/李兰陵/郭盛/叶知秋/佟心竹/邢凯新/藤新/郝祥海,喜剧/动画/奇幻/冒险,汉语普通话,中国大陆,7.8,341118,25.10%,45.70%,24.20%,3.90%,1.10%,120854
224,11584016,与神同行：罪与罚 신과함께-죄와 벌,2017,金容华,河正宇/车太贤/朱智勋/金香起/金东旭/艺秀晶/李政宰/吴达洙/林元熙/都暻秀/张光/郑海钧/金荷娜/金海淑/金秀安/马东锡,剧情/奇幻,韩语,韩国,7.8,220568,25.30%,45.10%,25.20%,3.50%,0.80%,64617
254,27096125,91天 TV未放送 第13话 91 Days Day13,2017,镝木宏,近藤隆/江口拓也,,日语,日本,7.8,219,23.00%,48.40%,25.50%,2.50%,0.60%,51
255,27000063,周六夜现场：克里斯·派恩/LCD Soundsystem Saturday Night Live Chris Pine/LCD Soundsystem,2017,克里斯·派恩,克里斯·派恩/LCD Soundsystem,喜剧,英语,美国,7.8,163,25.20%,45.20%,26.10%,3.50%,0.00%,62
257,26843123,钓鱼迷日记：新入社员浜崎传助特别篇 釣りバカ日誌～新入社員 浜崎伝助～ SP,2017,朝原雄三,滨田岳/广濑爱丽丝/吹越满/古关安广/叶山奖之/田边桃子/名高達男/小野了/猪野学/敦士/三浦力/森田甘路/榊原郁恵/市毛良枝/伊武雅刀/西田敏行,,日语,日本,7.8,100,27.50%,37.70%,33.30%,0.00%,1.40%,20
258,30245296,我把爱弄丢了 Hello!,2017,Vikram K. Kumar,阿克希尔 Akhil Akkineni/卡尔娅妮 Kalyani Priyadarshan,动作,泰卢固语 Telugu,印度 India,7.8,112,27.80%,40.50%,26.60%,2.50%,2.50%,39
259,26862829,芳华,2017,冯小刚,黄轩/苗苗/钟楚曦/杨采钰/李晓峰/王天辰/王可如/隋源/张仁博/苏岩/张国立/赵立新,剧情/历史/战争,汉语普通话,中国大陆,7.7,759747,21.90%,45.40%,27.70%,4.00%,1.00%,232795
260,6873143,一条狗的使命 A Dog's Purpose,2017,拉斯·霍尔斯道姆,乔什·加德/布丽特·罗伯森/丹尼斯·奎德/佩吉·利普顿/K·J·阿帕/布莱斯·吉扎尔/朱丽叶·赖伦斯/卢克·柯比/加布里埃尔·罗斯/迈克尔·博夫舍维尔/洛根·米勒/柯尔比·豪威尔-巴普蒂斯特/普奇·豪尔/约翰·奥提兹/妮科尔·勒普拉卡/彼特·科拉米斯/卡罗琳·凯芙/简·迈克格雷格/科维西·阿梅扬/卡琳·博姆拜克/娜奥米·弗伦内特,剧情/喜剧/家庭,英语,美国,7.7,354631,23.60%,43.10%,29.30%,3.50%,0.60%,106733
261,26942674,神秘巨星 Secret Superstar,2017,阿德瓦·香登,塞伊拉·沃西/梅·维贾/阿米尔·汗/拉杰·阿晶/提斯·沙马/卡比尔·谢赫/法如克·贾法尔/马努杰·沙玛/莫娜·安伯加卡尔/尼基塔·阿南德/尚/莫纳利·塔库尔,剧情/音乐,印地语 / 英语,印度,7.7,396030,23.80%,44.40%,27.40%,3.70%,0.70%,122442
262,3914513,马戏之王 The Greatest Showman,2017,迈克尔·格雷西,休·杰克曼/米歇尔·威廉姆斯/扎克·埃夫隆/赞达亚/丽贝卡·弗格森/奥丝汀·约翰森/卡梅伦·丝蕾/基拉·塞特尔/萨姆·汉弗莱/叶海亚·阿卜杜勒-迈丁/埃里克·安德森/伊利斯·鲁宾/斯凯勒·杜恩/丹尼尔·埃维里奇/拉杜·斯平格尔/小森优作/丹尼尔·松/保罗·斯帕克斯/威尔·斯文森,剧情/歌舞/传记,英语,美国,7.7,179843,22.50%,45.80%,28.20%,2.90%,0.50%,63746
263,26946510,犯罪都市 범죄도시,2017,姜允成,马东锡/尹启相/赵在允/崔奎华/林炯俊/陈善圭/洪基俊/许栋元/河俊/金成圭/朴智焕/许成泰/闵庆珍/尹炳熙/李相元/郑仁基/严智星/白仁权/裴振雄/韩成天/金久澤/金旲兴/崔成宰/赵震雄/允珠,动作/犯罪,韩语 / 汉语普通话,韩国,7.7,63801,19.30%,47.80%,30.30%,2.20%,0.50%,14488
264,26391916,杀人者的记忆法 살인자의 기억법,2017,元新渊,薛景求/金南佶/金雪炫/吴达洙/蔡国熙/郑仁谦/申基俊/申隣雅/黄锡晶/吉海妍,剧情/悬疑/惊悚/犯罪,韩语,韩国,7.7,55948,20.00%,50.00%,27.20%,2.30%,0.40%,13981
265,26837952,游戏人生 零 ノーゲーム・ノーライフ ゼロ,2017,石塚敦子,松冈祯丞/茅野爱衣/日笠阳子/田村由香里/能登麻美子/井口裕香/泽城美雪/大川透/兴津和幸/Lynn/诹访部顺一/堀江由衣/森奈奈子/竹内良太/大地叶/石上静香/滨野大辉/手冢弘道/钉宫理惠,爱情/动画/奇幻,日语,日本,7.7,29961,29.50%,34.10%,29.30%,5.60%,1.40%,8495
266,26610229,方形 The Square,2017,鲁本·奥斯特伦德,克拉斯·邦/伊丽莎白·莫斯/多米尼克·韦斯特/泰瑞·诺塔里/克里斯托弗·莱索/玛丽娜·希彭蔻,喜剧,英语 / 瑞典语 / 丹麦语,瑞典 / 德国 / 法国 / 丹麦,7.7,40564,21.70%,48.60%,24.60%,4.00%,1.10%,15903
267,26770698,不汗党 불한당: 나쁜 놈들의 세상,2017,卞成贤,薛景求/任时完/全慧珍/金熙元,剧情/动作/犯罪,韩语,韩国,7.7,21678,20.90%,44.70%,31.10%,2.70%,0.50%,6652
268,26809007,奇迹，那天如此重要 キセキ　あの日のソビト,2017,兼重淳,松坂桃李/菅田将晖/忽那汐里/平祐奈/横滨流星/成田凌/杉野遥亮/小出早织/奥野瑛太/野间口彻/麻生祐未/小林薰,剧情/喜剧/音乐,日语,日本,7.7,20996,21.40%,46.80%,29.00%,2.40%,0.30%,8489
269,26964434,肌肤 Pieles,2017,爱德华多·卡萨诺瓦,玛卡蕾娜·戈麦斯/洪·科塔哈雷纳/安娜·波沃罗萨/卡罗琳娜·邦/坎德拉·佩尼亚/卡门·马奇/伊洛伊·科斯塔/塞康·德拉罗萨/华金·克莱门特/哈维尔·博多洛/安娜·玛丽亚·阿亚拉/伊西娅尔·卡斯特罗/阿道夫·费尔南德斯,剧情,西班牙语,西班牙,7.7,24407,21.90%,46.10%,27.40%,3.50%,1.20%,8633
270,26968495,最后的诗句 最後的詩句,2017,曾英庭,傅孟柏/温贞菱/黄迪扬/姚以缇/高群/高盟杰/高英轩,剧情/爱情,汉语普通话 / 闽南语,中国台湾,7.6,6055,18.20%,50.10%,28.20%,3.00%,0.50%,2839
271,26605028,幸福路上,2017,宋欣颖,桂纶镁/魏德圣/陈博正/廖慧珍/黎家秀/吴以涵/吉娃斯·吉果,动画,汉语普通话 / 英语 / 闽南语,中国台湾,7.6,5721,19.90%,47.80%,28.00%,3.40%,0.90%,2589
