排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
163,27031575,人民公仆2 Слуга народа 2,2016,Alexey Kiruyshenko,弗拉基米尔·泽连斯基/Evgeniy Koshevoy/斯坦尼斯拉夫·波克琅/Olha Zhukovtsova-Kyiashko/Georgiy Povolotskiy/Vladimir Goryanskiy/Dmitriy Lalenkov/Yuriy Grebelnik/Sergey Kalantay/Andrey Danilko/Inna Belokon/尤里·霍尔布诺夫/Stepan Kazanin/Miko Fatalov/Anastasiya Chepelyuk,喜剧/家庭,俄语 / 乌克兰语,乌克兰,8.2,1292,38.80%,39.00%,17.90%,1.80%,2.60%,198
164,26933683,信长的忍者：信长与见习忍者 信長の忍び 0話 信長と見習い忍び,2016,大地丙太郎,水濑祈/羽多野涉/山口胜平/村瀬步/高桥智秋/三森铃子/钉宫理惠,喜剧/动画/历史,日语,日本,8.1,176,31.00%,48.80%,17.80%,0.80%,1.60%,26
165,26786079,母亲的悲伤 Annemin Yarasi,2016,Ozan Aciktan,Belçim Bilgin/Ozan Güven/Bora Akkaş/Meryem Uzerli/Okan Yalabık,剧情/喜剧/爱情,土耳其语 Turkey,土耳其,8.2,74,35.50%,40.30%,21.00%,3.20%,0.00%,29
166,26354572,欢乐好声音 Sing,2016,加斯·詹宁斯,马修·麦康纳/瑞茜·威瑟斯彭/塞思·麦克法兰/斯嘉丽·约翰逊/约翰·C·赖利/塔伦·埃哲顿/托瑞·凯利/珍妮弗·桑德斯/詹妮弗·哈德森/加斯·詹宁斯/彼得·塞拉菲诺威茨/尼克·克罗尔/贝克·班尼特/杰·费罗尔/尼克·奥弗曼/莱斯莉·琼斯/雷亚·普尔曼/亚当·布克斯顿/比尔·法玛尔,喜剧/动画/歌舞,英语 / 日语,美国,8.1,256213,28.90%,48.90%,20.20%,1.80%,0.20%,76504
167,25835285,男与女 남과여,2016,李胤基,孔刘/全度妍/李美素/朴炳垠/朴敏智/尹世雅/维拉·W·维洛/马尔科·维尔斯克曼/卡蒂·奥廷宁,剧情/爱情,韩语,韩国,8.1,73117,29.80%,47.20%,20.80%,1.90%,0.40%,27373
168,26657126,不成问题的问题,2016,梅峰,范伟/殷桃/张超/史依弘/王一鸣/王梓桐/蒋中炜/冯满天/梁霆炜/王侃伟/俞颖,剧情,汉语普通话 / 北京话 / 重庆话 / 上海话,中国大陆 / 法国,8.1,96772,26.00%,56.10%,16.40%,1.20%,0.30%,34386
169,26677495,帕特森 Paterson,2016,吉姆·贾木许,亚当·德赖弗/格什菲·法拉哈尼/内利/里兹万·曼吉/巴里·沙巴卡·亨利/特雷弗·帕勒姆/特洛伊·T·帕勒姆/布莱恩·麦卡锡/弗兰克·哈茨/小路易斯·达·席尔瓦/琪森·哈蒙/威廉·杰克森·哈珀/马索·曼恩/卡拉·海沃德/杰瑞德·吉尔曼/斯特林·杰里斯/欧文·艾斯特罗斯/永濑正敏,剧情,英语,美国 / 法国 / 德国,8.1,49747,29.90%,48.10%,18.90%,2.50%,0.60%,21441
170,26357945,恐袭波士顿 Patriots Day,2016,彼得·博格,马克·沃尔伯格/凯文·贝肯/约翰·古德曼/米歇尔·莫纳汉/J·K·西蒙斯/梅莉莎·班诺伊/亚历克斯·沃尔夫/欧阳万成/瑞秋·布罗斯纳安/埃里卡·麦克德莫特/克里斯朵夫·奥谢/文森特·库拉托拉/詹姆斯·科尔比/迪牟诺罗凯茨,剧情/惊悚/历史,英语,美国,8.1,97110,22.40%,58.90%,17.70%,0.90%,0.10%,25435
171,3072064,飞鹰艾迪 Eddie the Eagle,2016,德克斯特·弗莱彻,塔伦·埃哲顿/休·杰克曼/克里斯托弗·沃肯/马克·本顿/基思·艾伦/乔·哈特利/蒂姆·麦克纳尼/埃德温·安德烈/吉姆·布劳德本特/伊赫斯·贝尔本/丹尼尔·英格斯/安妮亚·索文斯金,剧情/喜剧/传记/运动,英语 / 德语,英国 / 美国 / 德国,8.1,61525,26.20%,53.60%,19.00%,1.00%,0.20%,19911
172,26389148,赴汤蹈火 Hell or High Water,2016,大卫·马肯兹,克里斯·派恩/本·福斯特/杰夫·布里吉斯/凯蒂·米克松/凯文·兰金/戴尔·迪奇/吉尔·伯明翰/马琳·爱尔兰/梅勒妮·帕帕拉/迪兰·科宁/巴克·泰勒/安伯·明迪桑德,剧情/犯罪/西部,英语,美国,8.1,60152,26.10%,53.60%,18.80%,1.30%,0.20%,17675
173,26020796,家族之苦 家族はつらいよ,2016,山田洋次,桥爪功/吉行和子/西村雅彦/夏川结衣/中岛朋子/林家正藏/妻夫木聪/苍井优/小林稔侍/风吹淳/中村鹰之资/丸山步梦/笹野高史/木场胜己/徳永雄辉/笑福亭鹤瓶/冈本富士太/广冈由里子/近藤公园/北山雅康/团时郎,喜剧/家庭,日语,日本,8.1,49778,26.80%,54.60%,17.40%,0.90%,0.20%,17702
174,26411201,追捕野蛮人 Hunt for the Wilderpeople,2016,塔伊加·维迪提,朱利安·迪尼森/山姆·尼尔/瑞玛·特·维塔/瑞切尔·豪斯/蒂欧蕾欧尔·娜塔-墨尔本/奥斯卡·凯特利/斯坦·沃克/迈克·米诺格/科恩·霍洛维/瑞斯·达比/特洛伊·金/塔伊加·维迪提/图斯/芬恩,剧情/喜剧/冒险,英语,新西兰,8.1,40000,27.20%,51.40%,19.30%,1.70%,0.40%,13466
175,26932873,大叔的爱 おっさんずラブ  年の瀬 変愛ドラマ第3夜,2016,徳尾浩司,田中圭/吉田钢太郎/落合扶树/宫泽佐江,剧情/喜剧/爱情/同性,日语,日本,8.1,29011,29.70%,47.50%,20.40%,1.90%,0.50%,12163
176,26700276,我去哪儿？ Quo vado?,2016,热纳罗·努基阿德,切柯·扎罗内/埃莉奥诺拉·吉奥瓦纳迪/索尼娅·贝加马斯科/毛里齐奥·米凯利/利诺·班菲/卢多维卡·莫杜尼奥/安东尼奥·布鲁斯凯塔/Paolo Pierobon/Azzurra Martino/Giustina Buonomo/Fabio Casale/Francesco Cassano/Stefano Grillo/Adam Nour Marino/Massimiliano Montgomery,喜剧,意大利语,意大利,8.1,16987,28.20%,51.60%,18.60%,1.30%,0.30%,6135
177,25799331,废纸板拳击手 Cardboard Boxer,2016,内特·李,托马斯·哈登·丘奇/泰伦斯·霍华德/波伊德·霍布鲁克/瑞斯·维克菲尔德/马尔洛·托马斯/大卫·亨瑞/玛西·格雷/乔安娜·布拉迪/威廉·斯坦福德·戴维斯/杰克·法拉赫/安东尼·L·费尔南德斯/伦纳德·厄尔·豪兹/金姆·杰克逊/詹姆斯·罗根/康拉德·罗伯茨/伊丽丝·科尔,剧情,英语,美国,8.2,11329,33.80%,44.70%,18.80%,2.20%,0.50%,3693
178,26876180,年少轻狂 The Young Offenders,2016,彼得·福特,亚历克斯·墨菲/克里斯·瓦利/希拉里·罗斯/多米尼克·麦克海尔/P·J·加拉格尔/沙恩·凯西/迈克尔·桑德斯/托马斯·麦卡锡/弗兰克·普雷德加斯特/朱迪·多诺文,喜剧/犯罪/冒险,英语,爱尔兰,8.1,13320,29.50%,47.40%,21.30%,1.50%,0.40%,4197
179,26727890,女教师 Učiteľka,2016,扬·霍布雷克,苏珊娜·莫拉利/苏珊娜·科内希纳/琼戈尔·考绍伊/塔马拉·费舍尔/马丁·哈维尔卡/伊娃·班多尔/奥利弗·奥斯瓦尔德/理查德·拉布达/奥德·马利/莫妮卡·瑟特兹尼/马丁·舒利克,剧情,斯洛伐克语,斯洛伐克 / 捷克,8.1,9745,24.20%,57.00%,17.20%,1.30%,0.30%,4290
180,26779401,民王番外篇：恋爱总选举 民王スピンオフ～恋する総裁選～,2016,山本大辅,高桥一生/相武纱季/升毅/山路和弘/川冈大次郎/远藤宪一,剧情/喜剧/爱情,日语,日本,8.1,6810,28.70%,48.60%,21.30%,1.20%,0.30%,2133
181,26717813,一拳超人OVA6 ワンパンマン 不可能すぎる殺人事件,2016,夏目真悟,高山南/悠木碧/山路和弘/古川慎/石川界人/津田健次郎/樱井孝宏/安元洋贵/羽多野涉/日野聪/鸟海浩辅/小西克幸/浪川大辅/小野坂昌也/细谷佳正/飞田展男/佐武宇绮/小泽亚李,动画,日语,日本,8.1,4219,30.40%,45.00%,22.90%,1.50%,0.30%,731
182,26914297,西贡小姐：二十五周年表演 Miss Saigon: The 25th Anniversary Performance,2016,Brett Sullivan,Eva Noblezada/阿利斯泰尔·布拉默/乔恩·琼·布里恩斯/Jonathan Pryce/Simon Bowman/Rachelle Ann Go/洪光浩,音乐/歌舞,英语,英国,8.1,4012,35.90%,41.90%,17.30%,2.80%,2.20%,1606
183,26959749,扯蛋圣诞史 Cunk on Christmas,2016,Lorry Powles,Diane Morgan,喜剧,英语,英国,8.1,1512,27.40%,51.60%,19.80%,0.90%,0.30%,365
184,26616294,赤发的白雪姬OAD 赤髪の白雪姫OAD,2016,安藤真裕,早见沙织/逢坂良太/梅原裕一郎/名冢佳织/冈本信彦,剧情/爱情/动画,日语,日本,8.1,1181,29.00%,47.10%,22.30%,1.40%,0.20%,160
185,26631964,DRIVE SAGA 假面骑士Chaser ドライブサーガ 仮面ライダーチェイサー,2016,石田秀范,上远野太洸/稻叶友/竹内凉真/内田理央,动作/科幻,日语,日本,8.1,519,33.40%,45.10%,18.30%,1.40%,1.80%,100
186,12053786,降灵会 Seances,2016,盖伊·马丁,夏洛特·兰普林/马修·阿马立克/阿黛拉·哈内尔/乌多·基尔/杰拉丁·卓别林/玛丽亚·德·梅黛洛/阿蜜拉·卡萨/亚里安妮·拉贝德/雅各·诺勒/安德烈·维尔姆斯,悬疑,英语,加拿大 / 法国,7.9,79,37.70%,31.10%,23.00%,4.90%,3.30%,55
187,26979012,鲁邦三世新系列 TV未放送第26话 生死时速 ルパン三世 ノンストップランデブー,2016,矢野雄一郎,栗田貫一/小林清志/浪川大辅/泽城美雪/山寺宏一,,日语,日本,8.3,96,35.40%,46.80%,15.20%,1.30%,1.30%,12
188,26756881,少女与战车OVA 爱里寿·WAR！ ガールズ&パンツァー 劇場版 映像特典 愛里寿・ウォー！,2016,水岛努,渊上舞/竹达彩奈,动画,日语,日本,8.2,509,35.30%,40.40%,21.60%,1.90%,0.70%,70
189,26659885,上帝未死2 God's Not Dead 2,2016,哈洛德·科朗克,梅利莎·琼·哈特/杰西·麦特卡尔菲/戴维·怀特/海莉·奥兰蒂亚/莎蒂·罗伯森/弗雷德·多尔顿·汤普森/玛丽亚·卡纳尔斯-巴雷拉/帕特·布恩/雷·怀斯/罗宾·吉文斯/埃涅·赫德森/保罗·科沃/特丽莎·拉法切/乔·林德斯特伦/本杰明·奥切恩格/凯瑞·斯科特,剧情,英语,美国,8.1,539,46.10%,30.10%,14.60%,3.30%,6.00%,118
190,26882412,刽子手 National Theatre Live: Hangmen,2016,Matthew Dunster,大卫·莫瑞瑟/安迪·尼曼/强尼·弗林,喜剧,英语,英国,8.1,277,27.30%,52.30%,18.20%,0.90%,1.40%,82
191,26881624,你的罗密欧 Jou Romeo,2016,Andre Velts,Ruan Wessels/Diaan Lawrenson/Dirk Stoltz/Elani Dekker/Christopher Van Der Westhuizen/Sarahann Doherty/Pierre Breytenbach/Steinman Goosen/Ruan Blum/Gracelle Jooste/Tayla Tolmay/Row-Lean/Zack Mtombeni/Carmin Coetzer/Johnny Potsanyane,爱情,南非语,南非,8.1,98,44.70%,25.90%,22.40%,3.50%,3.50%,29
192,26884904,电台司令：现在时刻 Radiohead: Present Tense  Jonny  Thom & a CR78,2016,保罗·托马斯·安德森,强尼·格林伍德/汤姆·约克,音乐,英语,美国,8,326,35.00%,39.00%,21.50%,1.60%,2.80%,95
193,26801066,BBC地平线：我们该关了动物园吗？ BBC Horizon: Should We Close Our Zoos,2016,特里斯坦·奎因,利兹·博宁,,英语,英国,8.1,329,29.10%,48.90%,19.80%,1.70%,0.40%,107
194,26910352,形影不离 Inseparables,2016,马科斯·卡内瓦莱,奥斯卡·马丁内兹/罗德里戈·德拉·塞尔纳/亚历杭德拉·弗莱克纳/Franco Masini,剧情/喜剧,西班牙语,阿根廷,8.1,294,33.00%,48.20%,13.30%,3.20%,2.30%,103
195,26998157,我父亲的踪迹 La pelle dell'orso,2016,Marco Segato,Marco Paolini/Leonardo Mason/Lucia Mascino,冒险,意大利语,意大利,8.1,196,38.40%,31.20%,27.20%,2.40%,0.80%,105
196,26815048,纪实72小时 前进吧！439酷道 ドキュメント72時間 ゆきゆきて 酷道439,2016,鈴木杏,鈴木杏,,日语,日本,8.1,205,30.50%,47.30%,19.80%,2.30%,0.00%,52
197,26742692,第39届日本电影学院奖颁奖典礼 第39回日本アカデミー赏,2016,宫泽理惠,宫泽理惠/西田敏行/足立绅/安藤樱/新井浩文/有村架纯/浅野忠信/绫濑遥/藤野凉子/富贵晴美/原田真人/平松惠美子/广濑铃/伊藤淳史/夏帆,脱口秀,日语,日本,8.1,167,38.00%,35.20%,24.10%,0.00%,2.80%,47
198,25815034,湄公河行动,2016,林超贤,张涵予/彭于晏/孙淳/陈宝国/冯文娟/刘显达/赵健/吴旭东/吴嘉龙/卢惠光/柏华力·莫高彼斯彻/维他亚·潘斯林加姆/战立国/石占杰/伍麟凯/魏蔓/李佳璇/郝文婷/王笑龙/任蕊,剧情/动作/犯罪,汉语普通话 / 粤语 / 泰语 / 缅甸语 / 英语,中国大陆 / 中国香港,8,696003,28.30%,45.90%,22.30%,2.90%,0.70%,179007
199,25929151,遇见你之前 Me Before You,2016,西娅·夏罗克,艾米莉亚·克拉克/山姆·克拉弗林/珍妮·麦克蒂尔/查尔斯·丹斯/布兰登·柯伊尔/珍娜·科尔曼/马修·刘易斯/本·劳埃德-休斯/凡妮莎·柯比/斯蒂芬·皮科克/马修·约翰·摩尔利/汉娜·弗林,剧情/爱情,英语,英国 / 美国,8,294262,29.60%,44.50%,22.90%,2.60%,0.40%,95169
200,26815162,生存家族 サバイバルファミリー,2016,矢口史靖,小日向文世/深津绘里/泉泽祐希/葵若菜/时任三郎/藤原纪香/大野拓朗/志尊淳/渡边绘里/宅麻伸/柄本明/大地康雄/松浦雅,喜剧/家庭,日语,日本,8,115698,24.10%,55.10%,19.00%,1.50%,0.30%,40030
201,25757187,我不是王毛,2014,赵小溪,王大治/郭金杰/葛晓凤/苏丽/罗京民/徐箭/童振军/王旭东/赵中华/王蕴凡/彭纪国/美浓轮泰史,喜剧/战争,汉语普通话 / 河南话,中国大陆,8,63679,25.10%,52.60%,19.80%,1.90%,0.60%,17716
202,26798437,深夜食堂2 続・深夜食堂,2016,松冈锭司,小林薰/河井青叶/佐藤浩市/池松壮亮/木村绿子/小岛圣/渡边美佐子/井川比佐志/多部未华子/余贵美子/小田切让/不破万作/绫田俊树/松重丰/光石研/安藤玉惠/须藤理彩/小林麻子/吉本菜穂子/中山佑一朗/山中崇/宇野祥平/金子清文/平田薰/筱原友希子/片冈礼子/谷村美月,剧情,日语,日本,8,48748,25.10%,52.50%,20.80%,1.50%,0.00%,14566
203,26351526,幸运是我 幸運是我,2016,罗耀辉,惠英红/陈家乐/刘雅瑟/张继聪/吴日言/吴业坤/林兆霞/周俊伟/车婉婉/郭颖儿/邵音音/钱小豪/麦家琪/余伟国/钟慧冰/钟舒祺/彭立威/徐颖怡/陈慧珠/亭雨/彭旭/梁有生/波多野裕介/曾紫云/梁展峰/陈俊峰/黄若菲,剧情/家庭,粤语 / 汉语普通话,中国香港 / 中国大陆,8,40660,24.80%,54.00%,19.60%,1.30%,0.30%,15466
204,26421442,滚烫的爱 湯を沸かすほどの熱い愛,2016,中野量太,宫泽理惠/杉咲花/小田切让/松坂桃李/伊東蒼/筱原友希子/骏河太郎,剧情/家庭,日语,日本,8,19214,26.90%,49.40%,21.60%,1.70%,0.40%,7781
205,26717811,一拳超人OVA4 ワンパンマン 強引すぎるバング,2016,久木晃嗣,古川慎/石川界人/山路和弘/增田俊树,动画,日语,日本,8,4302,28.60%,46.50%,23.10%,1.50%,0.40%,462
206,26734005,鲁邦三世：意大利游戏 ルパン三世 イタリアン・ゲーム,2016,矢野雄一郎,栗田贯一/小林清志/浪川大辅/泽城美雪/山寺宏一/藤井雪代/山野井仁/咲野俊介/藤真秀/鹿糠光明/津田健次郎/岛田敏/石冢运升/宫内敦士/出牛力/土屋直人/堀越富三郎/土田大,动画,日语,日本,8,958,31.80%,42.20%,22.10%,3.30%,0.60%,170
207,26877415,无限商社2016：危机的公司职员 2016무한상사위기의회사원,2016,张恒准,刘在锡/郑俊河/河东勋/朴明秀/黄光熙/权志龙/国村隼/郑亨敦/李帝勋/金惠秀,剧情,韩语,韩国,8,4220,31.70%,39.60%,25.40%,2.80%,0.50%,1259
208,26891306,小戏骨：白毛女,2016,潘礼平,陶冰蓝/陈荣达/肖杨博涵/蒋昀臻/李俊豪,剧情/音乐/儿童,汉语普通话,中国大陆,8,515,38.20%,37.00%,16.30%,2.40%,6.20%,140
209,26705737,周六夜现场 Saturday Night Live Adam Driver/Chris Stapleton,2016,亚当·德赖弗,亚当·德赖弗/Chris Stapleton,喜剧,英语,美国,8,226,32.50%,38.90%,25.50%,1.30%,1.90%,97
210,26826571,刻在石磨上的勋章,2016,刘小宁,刘佩琦/钟萍/姚扩/胡宗元/徐爽,剧情/历史,汉语普通话,中国大陆,8,125,36.80%,33.30%,25.30%,2.30%,2.30%,53
211,26886178,Saturday Night Live - Lin-Manuel Miranda/21 Pilots,2016,Lin-Manuel Miranda,Lin-Manuel Miranda,喜剧,英语,美国,8,182,30.90%,41.50%,24.40%,2.40%,0.80%,77
212,26705493,BURATAMORI×与鹤瓶的家人干杯  真田丸特辑 ブラタモリ×鶴瓶の家族に乾杯 真田丸スペシャル,2016,森田一义,森田一义/笑福亭鹤瓶/堺雅人,,日语,日本,8,77,34.00%,36.20%,27.70%,0.00%,2.10%,18
213,26760247,野草 Les mauvaises herbes,2016,路易斯·贝朗格,亚历克西斯·马丁/吉勒·雷诺/埃曼纽尔·卢西尔·马丁内斯/米里亚姆·蔻特/加里·布德罗/帕特里克·伊冯/吕克·皮卡德,剧情/喜剧,法语,加拿大,7.9,53,19.00%,59.50%,16.70%,4.80%,0.00%,19
214,26616680,新安妮日记 Das Tagebuch der Anne Frank,2016,Hans Steinbichler,Margarita Broich/李奥那多·卡劳/杰尔蒂·德拉斯尔/马蒂娜·格德克/安德烈·容/Arthur Klemt/Stella Kunkat/Dirk Gunther Mohr/乌尔里希·诺登/Dirk Ossig/Jasper Smits/Maarten Van 't Zet/莱亚·凡·艾肯,剧情,德语,德国,8,118,28.00%,48.00%,22.00%,2.00%,0.00%,30
215,25820460,美国队长3 Captain America: Civil War,2016,安东尼·罗素,克里斯·埃文斯/小罗伯特·唐尼/斯嘉丽·约翰逊/塞巴斯蒂安·斯坦/安东尼·麦凯/唐·钱德尔/杰瑞米·雷纳/查德维克·博斯曼/保罗·贝坦尼/伊丽莎白·奥尔森/保罗·路德/艾米丽·万凯普/汤姆·赫兰德/丹尼尔·布鲁赫/弗兰克·格里罗/威廉·赫特/马丁·弗瑞曼/霍普·戴维斯/玛丽莎·托梅/吉姆·拉什/金世佳,动作/科幻/冒险,科萨语 / 英语 / 德语 / 俄语 / 罗马尼亚语,美国,7.9,435267,26.60%,45.30%,24.30%,2.80%,1.00%,115056
216,26284621,追凶者也,2016,曹保平,刘烨/张译/段博文/王子文/谭卓/王砚辉/颜北/孙磊/施宁/王云辉/张岳/岱江/董明/邰勇峰/李诗译/杨晶/甫枭虎/马东延/程佳光/吴暇/傅小源/付立加/岳冰/林子琛/贺之怡/王欣花/李昌元/杨佐玖/李胜荣/闫晓林,剧情/喜剧/犯罪,西南方言,中国大陆,7.9,288446,20.50%,54.90%,22.80%,1.50%,0.30%,78091
217,26685451,流浪猫鲍勃 A Street Cat Named Bob,2016,罗杰·斯波蒂斯伍德,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德/戴伦·伊万斯/里维拉·吉迪恩/洛琳·艾什本/阿卡巴尔·库尔塔/约翰·亨肖/贝丝·戈达德/伊万娜·贝斯克/妮娜·瓦迪娅/罗茜·伊德/鲁斯·西恩/卡罗琳·古多尔/雅各布·詹姆斯·贝西克/罗伯·贾维斯/丹尼尔·弗恩/詹姆斯·鲍恩/李·尼古拉斯·哈里斯/丹尼尔·斯蒂森,剧情/喜剧/传记,英语,英国,7.9,192608,25.60%,47.80%,24.30%,2.00%,0.30%,63438
218,24860563,招魂2 The Conjuring 2,2016,温子仁,帕特里克·威尔森/维拉·法米加/麦迪逊·沃尔夫/弗兰西丝·奥康纳/劳伦·埃斯波西托/本杰明·海格/帕特里克·麦考利/西蒙·迈克伯尼/玛丽亚·多耶·肯尼迪/西蒙·德兰尼/弗朗卡·波滕特/鲍勃·阿德里安/罗宾·阿特金·唐斯/邦妮·阿伦斯/哈维尔·博泰特/斯蒂芬·考特尔/艾比·森哈/斯特林·杰里斯/约瑟夫·比沙拉/艾米丽·塔斯克/凯特·库克/山农·库克,剧情/悬疑/恐怖,英语,加拿大 / 美国 / 英国,7.9,177894,24.20%,49.00%,24.30%,2.10%,0.40%,42442
219,26410594,隧道 터널,2016,金成勋,河正宇/裴斗娜/吴达洙/郑锡勇/朴赫权/南志铉/申正根/赵贤哲/刘承睦/李哲民 /朴镇宇/艺秀晶/陈善圭/李尚熙/金钟秀/黄炳国/崔奎华/裴侑蓝/金宣敬/金海淑,剧情,韩语,韩国,7.9,189175,21.00%,53.50%,23.90%,1.40%,0.20%,43738
220,26704590,一念无明 一念無明,2016,黄进,曾志伟/余文乐/方皓玟/金燕玲/陈学文/麦子乐/吴肇轩/税瀞熙/陈彼得/朱跃希/陈凤珍/曾洁卿,剧情/家庭,粤语,中国香港,7.9,102088,19.50%,56.20%,22.50%,1.70%,0.20%,36058
221,26290390,精灵王座,2016,宋岳峰,王梓/陶典/季冠霖/黄莺,动画,汉语普通话 / 英语,中国大陆,7.9,12870,32.50%,38.80%,22.90%,4.20%,1.60%,5096
222,25834735,神奇队长 Captain Fantastic,2016,马特·罗斯,维果·莫腾森/乔治·麦凯/萨曼莎·伊斯莱尔/安娜丽丝·巴索/尼古拉斯·汉密尔顿/席瑞·克鲁克斯/查理·肖特韦尔/崔恩·米勒/凯瑟琳·哈恩/斯蒂夫·扎恩/以利亚·史蒂文森/泰迪·范·依/艾琳·莫里亚蒂/米西·派勒/弗兰克·兰格拉,剧情/喜剧/家庭,英语 / 世界语 / 汉语普通话,美国,7.9,41890,26.00%,48.00%,22.20%,2.80%,1.00%,14847
223,27037037,雾山五行之灼源神火 雾山五行,2016,林魂,李佳怡/郭政建/林魂,动画/奇幻,汉语普通话,中国大陆,7.9,2696,26.00%,43.10%,29.30%,1.70%,0.00%,584
224,26717494,萨米之血 Sameblod,2016,阿曼达·克内尔,琳恩·塞西莉亚·斯贝尔克/米娅·埃里卡·斯贝尔克/玛姬-多丽丝·里姆皮/汉娜·奥斯特罗姆/安德尔斯·伯格/卡塔琳娜·布林德/艾米丽娅·博斯特/贝塔·卡瓦林/玛琳·克雷平/尤利乌斯·弗莱彻德尔/米米·卡德勒/奥尔·萨里/玛丽卡·林德斯特罗姆,剧情,瑞典语 / 萨米语,瑞典 / 挪威 / 丹麦,8,2285,21.60%,56.20%,20.70%,1.30%,0.10%,1138
225,26677427,残影余像 Powidoki,2016,安杰伊·瓦伊达,博古斯瓦夫·林达/亚历克桑德拉·贾斯塔/布洛妮斯拉娃·扎马洲斯基/索菲亚·威奇拉克斯/克日什托夫·皮耶钦斯基/马里斯兹·博纳泽斯基/斯齐蒙·博布鲁夫斯基/亚历克桑德·法比西亚克/保利娜·加拉萨卡/艾莉娜·梅尔彻尔/托马斯·乔多罗斯基/菲利普·古拉克斯/马特兹·鲁辛/马特兹·泽兹尼扎克/托马斯·洛索,剧情/传记/历史,波兰语,波兰,7.9,4790,21.60%,54.80%,21.90%,1.40%,0.30%,2192
226,26688574,一拳超人OVA2 ワンパンマン 話ベタすぎる弟子,2016,夏目真悟,古川慎/石川界人,动画,日语,日本,7.9,4716,27.10%,45.40%,24.80%,2.20%,0.50%,753
227,26717812,一拳超人OVA5 ワンパンマン 色々ありすぎる姉妹,2016,夏目真悟,早见沙织/悠木碧/石川界人/滨添伸也/小泽亚李/佐武宇绮/古川慎,动画,日语,日本,7.9,4180,25.70%,44.20%,27.90%,1.90%,0.30%,457
228,26732299,荣耀时刻 Слава,2016,克里斯蒂娜·戈洛佐娃,斯特凡·德诺利博夫/玛吉塔·戈施瓦/安娜·布拉托娃/米尔科·拉扎罗夫/伊凡·萨沃夫/塔尼娅·莎禾娃/迪米塔尔·萨尔哲,剧情,保加利亚语,保加利亚 / 希腊,7.9,4533,17.50%,60.70%,20.10%,1.30%,0.40%,2272
229,26708697,X医生：外科医生大门未知子 特别篇 ドクターX ～外科医・大門未知子～ スペシャル,2016,田村直己,米仓凉子/远藤宪一/内田有纪/胜村政信/铃木浩介/岸部一德/西田敏行/生濑胜久/伊野尾慧/青木崇高/桥本爱实/岸本加世子/桥爪功/北野武,剧情/悬疑,日语,日本,7.9,3892,27.40%,41.80%,28.00%,2.20%,0.60%,1003
230,26354587,寻：电影版 Looking: The Movie,2016,安德鲁·海格,乔纳森·格罗夫/弗兰克·J·阿尔瓦雷斯/穆雷·巴特利特/劳伦·维德曼/拉塞尔·托维/劳尔·卡斯提洛/丹尼尔·弗兰泽兹/O·T·法格本/巴希尔·萨拉赫丁/克里斯·佩尔费蒂/迈克尔·罗森/德里克·菲利普斯/泰恩·黛莉/珍妮弗·福斯特/克里夫·琼斯/克里斯托弗·迈克尔·霍利/苏伊玛·罗德里格兹,剧情/爱情/同性,英语,美国,7.9,13820,29.70%,42.60%,23.80%,3.00%,0.90%,5412
231,26392856,隐于书后 To Walk Invisible: The Bronte Sisters,2016,萨利·温莱特,詹姆斯·诺顿/夏莉·墨菲/乔纳森·普雷斯/克洛伊·皮里/乔·阿姆斯特朗/卢克·纽伯里/托马斯·豪斯/芬·阿特金斯/丽贝卡·卡拉德/罗里·弗莱克-拜恩/大卫·沃姆斯利/亚当·那加提斯/托马斯·内尔斯特罗/休·西蒙/罗茜·布尔,剧情/传记,英语,英国,7.9,5094,21.00%,53.50%,23.40%,1.70%,0.30%,2084
232,26842000,一个近乎完美的村庄 Un paese quasi perfetto,2016,马西莫·高迪奥索,法比奥·沃罗/西尔维奥·奥兰多/南多·鲍勒/卡洛·布奇罗索/米丽娅姆·莱昂内/吉雅·马提雷/马丽娅·派雅托/弗朗西斯科·德·维托,喜剧,意大利语,意大利,7.9,1657,22.40%,52.30%,23.90%,1.10%,0.30%,491
233,26690563,油脂 Grease Live!,2016,Thomas Kail,朱莉安·浩夫/凡妮莎·哈金斯/艾伦·特维特/凯瑟·多诺休/柯柯·帕尔莫,歌舞,英语,美国,7.9,1215,24.40%,49.50%,23.50%,1.80%,0.70%,418
234,26915171,迈克尔·彻：事关紧要 Michael Che: Matters,2016,迈克尔·彻 Michael Che,迈克尔·彻,喜剧,英语,美国,7.9,553,23.50%,51.80%,21.30%,3.10%,0.20%,167
235,25964199,亨利六世：第一部分 Henry VI  Part 1,2016,Dominic Cooke,迈克尔·刚本/莎莉·霍金斯/休·博纳维尔/汤姆·斯图里奇/苏菲·奥康内多/菲利普·格伦尼斯特/萨缪尔·韦斯特/本·迈尔斯/安东·莱瑟/杰森·沃特金斯/阿德里安·敦巴/斯坦利·汤森德/露茜·罗宾森/斯图尔特·麦克奎里,剧情/历史,英语,英国,7.9,2323,25.40%,48.20%,23.40%,2.10%,0.90%,715
